date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19620822,1962,62082,USSR,NZ RUSS,UGS,74.0,53.3,0.0,0.0,0.0,1600.0,1600.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620822,1962,62083,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,6.0,6.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620822,1962,62084,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,3.0,3.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620823,1962,62085,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,2.5,2.5,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620824,1962,62086,USA,NTS,UGS,37.13,-116.009,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,YORK,UNDERGROUND
19620824,1962,62087,USA,NTS,UGS,37.046,-116.024,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,BOBAC,UNDERGROUND
19620825,1962,62088,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620825,1962,62089,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,1500.0,10000.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620827,1962,62090,USSR,NZ RUSS,UGS,74.7,50.3,0.0,0.0,0.0,4200.0,4200.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620827,1962,62091,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,11.0,11.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620831,1962,62092,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,2.7,2.7,EXPLOSION TEST,,ATMOSPHERIC
19620902,1962,62093,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,80.0,80.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620906,1962,62094,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,RARITAN,UNDERGROUND
19620908,1962,62095,USSR,NZ RUSS,UGS,73.7,53.8,0.0,0.0,0.0,1900.0,1900.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620914,1962,62096,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HYRAX,UNDERGROUND
19620915,1962,62097,USSR,NZ RUSS,UGS,74.4,51.5,0.0,0.0,0.0,3100.0,3100.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620916,1962,62098,USSR,NZ RUSS,UGS,74.2,51.6,0.0,0.0,0.0,3250.0,3250.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620918,1962,62099,USSR,NZ RUSS,UGS,73.2,54.7,0.0,0.0,0.0,1350.0,1350.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620919,1962,62100,USSR,NZ RUSS,UGS,73.8,53.8,0.0,0.0,0.0,1500.0,10000.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620920,1962,62101,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PEBA,UNDERGROUND
19620921,1962,62102,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,2400.0,2400.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620922,1962,62103,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.21,0.21,SAFETY/EMERGENCY TEST,,ATMOSPHERIC
19620924,1962,62104,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,1.2,1.2,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620925,1962,62105,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,7.0,7.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620925,1962,62106,USSR,NZ RUSS,UGS,73.7,55.0,0.0,0.0,0.0,19100.0,19100.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620927,1962,62107,USSR,NZ RUSS,UGS,74.3,52.4,0.0,0.0,0.0,10000.0,50000.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19620928,1962,62108,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,1.3,1.3,EXPLOSION TEST,,ATMOSPHERIC
19620929,1962,62109,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ALLEGHENY,UNDERGROUND
19621002,1962,62110,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,75.0,75.0,WEAPONS DEVELOPMENT,ANDROSCOGGIN,ATMOSPHERIC
19621005,1962,62111,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,115.0,115.0,WEAPONS DEVELOPMENT,MISSISSIPPI,UNDERGROUND
19621006,1962,62112,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,11.3,11.3,WEAPONS DEVELOPMENT,BUMPING,ATMOSPHERIC
19621007,1962,62113,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,320.0,320.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621009,1962,62114,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,8.0,8.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621009,1962,62115,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,15.0,15.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621010,1962,62116,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,9.2,9.2,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621012,1962,62117,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ROANOKE,UNDERGROUND
19621012,1962,62118,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,WOLVERINE,UNDERGROUND
19621013,1962,62119,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,4.9,4.9,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621014,1962,62120,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621018,1962,62121,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,1590.0,1590.0,WEAPONS DEVELOPMENT,CHAMA,ATMOSPHERIC
19621018,1962,62122,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TIOGA,UNDERGROUND
19621019,1962,62123,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,12.5,12.5,WEAPONS DEVELOPMENT,BANDICOOT,UNDERGROUND
19621020,1962,62124,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,6.7,6.7,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621020,1962,62125,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,0.0,20.0,EXPLOSION TEST,CHECKMATE,ATMOSPHERIC
19621022,1962,62126,USSR,MTR RUSS,DOE,48.0,46.0,0.0,0.0,0.0,300.0,300.0,EXPLOSION TEST,,ATMOSPHERIC
19621022,1962,62127,USSR,NZ RUSS,UGS,73.4,54.9,0.0,0.0,0.0,8200.0,8200.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621026,1962,62128,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,200.0,1000.0,EXPLOSION TEST,BLUEGILL:3 PRIM,ATMOSPHERIC
19621027,1962,62129,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,260.0,260.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621027,1962,62130,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SANTEE,UNDERGROUND
19621027,1962,62131,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,800.0,800.0,WEAPONS DEVELOPMENT,CALAMITY,ATMOSPHERIC
19621028,1962,62132,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,7.8,7.8,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621028,1962,62133,USSR,MTR RUSS,DOE,48.0,46.0,0.0,0.0,0.0,300.0,300.0,EXPLOSION TEST,,ATMOSPHERIC
19621028,1962,62134,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,7.8,7.8,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621029,1962,62135,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,360.0,360.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621030,1962,62136,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,1.2,1.2,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621030,1962,62137,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,280.0,280.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621030,1962,62138,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,8300.0,8300.0,WEAPONS DEVELOPMENT,HOUSATONIC,ATMOSPHERIC
19621031,1962,62139,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,10.0,10.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621101,1962,62140,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,3.0,3.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621101,1962,62141,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,240.0,240.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621101,1962,62142,USSR,MTR RUSS,DOE,48.0,46.0,0.0,0.0,0.0,300.0,300.0,EXPLOSION TEST,,ATMOSPHERIC
19621101,1962,62143,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,200.0,1000.0,EXPLOSION TEST,KINGFISH,ATMOSPHERIC
19621103,1962,62144,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,390.0,390.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621103,1962,62145,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,45.0,45.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621103,1962,62146,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,4.7,4.7,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621104,1962,62147,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,8.4,8.4,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621104,1962,62148,USA,JOHNSTON IS,DOE,16.45,-169.32,0.0,0.0,0.0,0.0,20.0,EXPLOSION TEST,TIGHTROPE,ATMOSPHERIC
19621105,1962,62149,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.4,0.4,EXPLOSION TEST,,ATMOSPHERIC
19621109,1962,62150,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ST.LAWRENCE,UNDERGROUND
19621111,1962,62151,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.1,0.1,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621113,1962,62152,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621114,1962,62153,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,12.0,12.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621115,1962,62154,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,GUNDI,UNDERGROUND
19621117,1962,62155,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,18.0,18.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621124,1962,62156,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAFETY/EMERGENCY TEST,,ATMOSPHERIC
19621126,1962,62157,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.031,0.031,SAFETY/EMERGENCY TEST,,ATMOSPHERIC
19621127,1962,62158,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,PEACEFUL EXPLOSION,ANACOSTIA,UNDERGROUND
19621201,1962,62159,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,2.4,2.4,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621204,1962,62160,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TAUNTON,UNDERGROUND
19621207,1962,62161,UK,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TENDRAC,UNDERGROUND
19621212,1962,62162,USA,NTS,UGS,74.3,52.4,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MADISON,UNDERGROUND
19621212,1962,62163,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,NUMBAT,UNDERGROUND
19621214,1962,62164,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MANATEE,UNDERGROUND
19621218,1962,62165,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,110.0,110.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621218,1962,62166,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,69.0,69.0,EXPLOSION TEST,,ATMOSPHERIC
19621220,1962,62167,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,8.3,8.3,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621222,1962,62168,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,6.3,6.3,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621223,1962,62169,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,430.0,430.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621223,1962,62170,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,8.3,8.3,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621223,1962,62171,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,2.4,2.4,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621223,1962,62172,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAFETY/EMERGENCY TEST,,ATMOSPHERIC
19621224,1962,62173,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.007,0.007,SAFETY/EMERGENCY TEST,,ATMOSPHERIC
19621224,1962,62174,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.028,0.028,SAFETY/EMERGENCY TEST,,ATMOSPHERIC
19621224,1962,62175,USSR,NZ RUSS,UGS,74.2,52.3,0.0,0.0,0.0,24200.0,24200.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621224,1962,62176,USSR,NZ RUSS,UGS,73.6,57.5,0.0,0.0,0.0,1100.0,1100.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621225,1962,62177,USSR,NZ RUSS,UGS,73.4,56.5,0.0,0.0,0.0,3100.0,3100.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19621225,1962,62178,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,8.5,8.5,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19630208,1963,63001,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CASSELMAN,UNDERGROUND
19630208,1963,63002,USA,NTS,DOE,37.0,-116.0,4.5,0.0,0.3,0.0,20.0,WEAPONS DEVELOPMENT,ACUSHI,UNDERGROUND
19630208,1963,63003,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,FERRET,UNDERGROUND
19630208,1963,63004,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HATCHIE,UNDERGROUND
19630215,1963,63005,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,CHIPMUNK,UNDERGROUND
19630221,1963,63006,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CARMEL,UNDERGROUND
19630221,1963,63007,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,PEACEFUL EXPLOSION,KAWEAH,UNDERGROUND
19630301,1963,63008,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,JERBOA,UNDERGROUND
19630315,1963,63009,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TOYAH,UNDERGROUND
19630318,1963,63010,FRANCE,IN ECKER ALG,UGS,24.0,5.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,EMERAUDE,UNDERGROUND
19630329,1963,63011,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,GERBIL,UNDERGROUND
19630330,1963,63012,FRANCE,IN ECKER ALG,DOE,24.0,5.0,0.0,0.0,0.0,0.0,5.0,WEAPONS DEVELOPMENT,AMETHYSTE,UNDERGROUND
19630405,1963,63013,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,FERRET PRIME,UNDERGROUND
19630410,1963,63014,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,COYPU,UNDERGROUND
19630411,1963,63015,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CUMBERLAND,UNDERGROUND
19630424,1963,63016,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,KOOTANAI,UNDERGROUND
19630424,1963,63017,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PAISANO,UNDERGROUND
19630509,1963,63018,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,GUNDI PRIME,UNDERGROUND
19630515,1963,63043,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSPORT,DOUBLE TRACKS,ATMOSPHERIC
19630517,1963,63019,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HARKEE,UNDERGROUND
19630517,1963,63020,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,TEJON,UNDERGROUND
19630522,1963,63021,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,STONES,UNDERGROUND
19630525,1963,63044,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSPORT,CLEAN SLATE:I,ATMOSPHERIC
19630529,1963,63022,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PLEASANT,UNDERGROUND
19630531,1963,63045,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSPORT,CLEAN SLATE:II,ATMOSPHERIC
19630605,1963,63023,USA,NTS,UGS,37.2,-116.2,0.0,0.0,0.0,3.1,3.1,WEAPONS DEVELOPMENT,YUBA,UNDERGROUND
19630606,1963,63024,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HUTIA,UNDERGROUND
19630606,1963,63025,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,APSHAPA,UNDERGROUND
19630609,1963,63046,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSPORT,CLEAN SLATE:III,ATMOSPHERIC
19630614,1963,63026,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MATACO,UNDERGROUND
19630625,1963,63027,USA,NTS,UGS,37.1,-116.1,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,KENNEBEC,UNDERGROUND
19630812,1963,63028,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PEKAN,UNDERGROUND
19630815,1963,63029,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SATSOP,UNDERGROUND
19630823,1963,63030,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,NATCHES/KOHOCTO,UNDERGROUND
19630913,1963,63031,USA,NTS,UGS,37.2,-116.1,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,AHTANUM,UNDERGROUND
19630913,1963,63032,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,249.0,249.0,WEAPONS DEVELOPMENT,EILBY,UNDERGROUND
19630927,1963,63047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CARP,UNDERGROUND
19630927,1963,63048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,NARRAGUAGUS,UNDERGROUND
19631011,1963,63033,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,GRUNION,UNDERGROUND
19631011,1963,63034,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,PEACEFUL EXPLOSION,TORNILLO,UNDERGROUND
19631016,1963,63035,USA,NTS,DOE,37.0,-116.0,5.3,0.0,0.6,20.0,200.0,WEAPONS DEVELOPMENT,CLEARWATER,UNDERGROUND
19631017,1963,63049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,MULLET,UNDERGROUND
19631020,1963,63036,FRANCE,IN ECKER ALG,UGS,24.1,5.1,0.0,0.0,0.0,0.0,150.0,WEAPONS DEVELOPMENT,RUBIS,UNDERGROUND
19631026,1963,63037,USA,FALLON NV,DOE,39.2,-118.38,0.0,0.0,0.0,12.0,12.0,PEACEFUL EXPLOSION,SHOAL,UNDERGROUND
19631114,1963,63038,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ANCHOVY,UNDERGROUND
19631115,1963,63039,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MUSTANG,UNDERGROUND
19631122,1963,63040,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,GREYS,UNDERGROUND
19631204,1963,63041,USA,NTS,UGS,36.9,-116.3,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SARDINE/BARRACU,UNDERGROUND
19631212,1963,63042,USA,NTS,UGS,37.1,-115.9,0.0,0.0,0.0,5.3,5.3,WEAPONS DEVELOPMENT,EAGLE,UNDERGROUND
19631220,1963,63050,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,10.0,20.0,WEAPONS DEVELOPMENT,TUNA,UNDERGROUND
19640116,1964,64001,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,FORE,UNDERGROUND
19640123,1964,64002,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,10.5,10.5,WEAPONS DEVELOPMENT,OCOKTO,UNDERGROUND
19640130,1964,64044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CLUB,UNDERGROUND
19640212,1964,64045,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SOLENDON,UNDERGROUND
19640213,1964,64046,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,BUNKER,UNDERGROUND
19640214,1964,64003,FRANCE,IN ECKER ALG,DOE,24.054,5.053,0.0,0.0,0.0,0.0,5.0,WEAPONS DEVELOPMENT,OPALE,UNDERGROUND
19640218,1964,64047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,BONEFISH,UNDERGROUND
19640218,1964,64048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MACKAREL,UNDERGROUND
19640220,1964,64004,USA,NTS,UGS,37.2,-116.0,0.0,0.0,0.0,20.0,200.0,PEACEFUL EXPLOSION,KLICKITAT,UNDERGROUND
19640312,1964,64049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HANDICAP,UNDERGROUND
19640313,1964,64005,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PIKE,UNDERGROUND
19640315,1964,64006,USSR,SEMI KAZAKH,UGS,49.7,78.0,5.6,0.0,0.0,20.0,150.0,EXPLOSION TEST,,UNDERGROUND
19640414,1964,64007,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HOOK,UNDERGROUND
19640415,1964,64008,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,STURGEON,UNDERGROUND
19640417,1964,64050,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,BOGEY,UNDERGROUND
19640424,1964,64009,USA,NTS,UGS,37.1,-116.1,0.0,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,TURF,UNDERGROUND
19640429,1964,64010,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PIPEFISH,UNDERGROUND
19640507,1964,64051,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,DRIVER,UNDERGROUND
19640514,1964,64011,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,BACKSWING,UNDERGROUND
19640515,1964,64012,USA,NTS,UGS,37.0,-116.1,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MINNOW,UNDERGROUND
